geometry_angstrom,eigenpair_index,energy_low,energy_high,gap_hartree,valid_seed_units,positive_prominence_units,prominence_positive_rate,median_prominence,min_prominence,max_prominence,median_robust_delta_c,dephasing_positive_rate,transverse_positive_rate,robust_positive_rate,status
0.75,30,-1.5454248963186308,-1.508863271029028,0.03656162528960283,12,8,0.6666666666666666,0.08900029689669181,-0.2815314152510898,0.3870027784348733,0.007921001035460756,0.8333333333333334,0.6666666666666666,0.5,FAIL
0.75,11,-3.426596068580689,-3.4177114421666364,0.008884626414052743,12,8,0.6666666666666666,0.050220823917638546,-0.34405760260757834,0.16539305787918174,0.16244785562294456,1.0,0.75,0.75,FAIL
0.75,8,-3.696547103211925,-3.6473685060136503,0.049178597198274776,12,8,0.6666666666666666,0.03943950452011762,-0.3219326664532305,0.31291800528294345,0.06598198507538017,0.9166666666666666,0.75,0.75,FAIL
0.75,15,-3.0041381662100846,-3.0026256964653566,0.0015124697447279623,12,7,0.5833333333333334,0.08714087283265194,-0.21202236246030315,0.36188935591449756,0.16638893396909543,0.9166666666666666,1.0,0.9166666666666666,FAIL
0.75,27,-2.051414018747103,-2.026365237844145,0.025048780902957812,12,6,0.5,0.021953779238581522,-0.38295930143142665,0.3350238985532847,0.09477658334538341,0.75,0.9166666666666666,0.75,FAIL
0.75,12,-3.4177114421666364,-3.3748872921530313,0.04282415001360507,12,6,0.5,0.011664002329587655,-0.34808137792495275,0.3707927303392268,0.05038106701791584,0.75,0.5833333333333334,0.5833333333333334,FAIL
0.75,2,-4.509060574547927,-4.4604959562780655,0.0485646182698618,12,6,0.5,0.0011516686258557576,-0.29464599287293314,0.31212124137961106,0.09497306179461634,1.0,0.5833333333333334,0.5833333333333334,FAIL
0.75,22,-2.4774361752395224,-2.4555017218203354,0.021934453419186983,12,5,0.4166666666666667,-0.021935995906293623,-0.21023902981752363,0.43818195205510846,-0.014334961183311401,0.9166666666666666,0.5833333333333334,0.5,FAIL
0.75,26,-2.0928711591416067,-2.051414018747103,0.04145714039450388,12,5,0.4166666666666667,-0.15679976759917935,-0.3932354634658106,0.17982861646765638,-0.07127022123357235,0.5833333333333334,0.4166666666666667,0.3333333333333333,FAIL
0.75,19,-2.768506786354148,-2.735198294439277,0.03330849191487095,12,3,0.25,-0.09293371149048038,-0.3050766566427392,0.3246742472342866,0.10362367308202122,0.8333333333333334,0.6666666666666666,0.5833333333333334,FAIL
1.0,10,-3.4150989037313426,-3.3990827273749287,0.016016176356413947,12,12,1.0,0.22065928107167576,0.015433940996617344,0.3879847105591727,0.13561888008735362,1.0,0.9166666666666666,0.9166666666666666,PASS
1.0,22,-2.7051169811592293,-2.6751262462133316,0.029990734945897657,12,10,0.8333333333333334,0.08892883506631127,-0.2876199846111872,0.3812476359794374,0.03293639484854796,1.0,0.8333333333333334,0.8333333333333334,PASS
1.0,9,-3.4399055991529184,-3.4150989037313426,0.024806695421575764,12,8,0.6666666666666666,0.1564560790128805,-0.22970887303733314,0.3432544262256909,0.07370589957655144,0.9166666666666666,0.75,0.6666666666666666,FAIL
1.0,30,-2.085320762744558,-2.0435342681542745,0.041786494590283496,12,8,0.6666666666666666,0.13475151478057112,-0.360650255382996,0.3608558075479853,0.13640075523690998,0.8333333333333334,0.9166666666666666,0.8333333333333334,FAIL
1.0,13,-3.237076643444621,-3.236351532073338,0.0007251113712833934,12,8,0.6666666666666666,0.07406329918025774,-0.25895740737251605,0.4411354328355605,0.07079634470966989,0.75,0.75,0.5833333333333334,FAIL
1.0,25,-2.5511864513148246,-2.5101583526011857,0.04102809871363888,12,7,0.5833333333333334,0.14842069249710343,-0.26242733887544323,0.8127142672792506,0.05448645731794344,0.8333333333333334,0.8333333333333334,0.75,FAIL
1.0,24,-2.552237402142185,-2.5511864513148246,0.0010509508273606194,12,7,0.5833333333333334,0.05603234579255714,-0.28253738800306166,0.5545715547732353,0.08339112920879077,0.75,0.75,0.5833333333333334,FAIL
1.0,16,-3.0127936117054417,-2.993749428123756,0.01904418358168547,12,6,0.5,0.013029670284907091,-0.3737739210887143,0.2662104684423398,-0.03138373223565394,0.4166666666666667,0.8333333333333334,0.4166666666666667,FAIL
1.0,18,-2.9324804379341853,-2.917746400865476,0.014734037068709238,12,6,0.5,-0.045134771586891255,-0.2804500643853037,0.3361022703140961,-0.026476200734100494,0.4166666666666667,0.8333333333333334,0.4166666666666667,FAIL
1.0,31,-2.0435342681542745,-2.0431117943281363,0.0004224738261382477,12,5,0.4166666666666667,-0.14842069249710343,-0.8127142672792506,0.26242733887544323,-0.061666705357336926,0.4166666666666667,0.5,0.25,FAIL
1.0,3,-3.94275913352127,-3.9162392737005365,0.026519859820733682,12,3,0.25,-0.1001529041092192,-0.6210567899700118,0.04453957751696569,-0.10395126681364647,0.4166666666666667,0.6666666666666666,0.25,FAIL
1.0,12,-3.276541582706527,-3.237076643444621,0.03946493926190575,12,3,0.25,-0.11890896530105455,-0.5600732652767983,0.2775825324703697,-0.09335814717253793,0.5833333333333334,0.4166666666666667,0.25,FAIL
1.0,6,-3.6253766047716764,-3.5779238134412066,0.04745279133046987,12,3,0.25,-0.13556251861806645,-0.3110640807708143,0.4468319949246415,-0.08059698793267633,0.6666666666666666,0.3333333333333333,0.25,FAIL
1.0,26,-2.5101583526011857,-2.471521670566029,0.03863668203515669,12,2,0.16666666666666666,-0.13805736306247954,-0.5451745055134835,0.025770690635933402,-0.11949776900475342,0.5,0.4166666666666667,0.25,FAIL
1.25,17,-2.86474230138196,-2.845405070241806,0.019337231140153843,12,11,0.9166666666666666,0.13071736541750417,-0.0321784717416046,0.39248468195017805,0.1920186320241412,1.0,1.0,1.0,PASS
1.25,10,-3.1390265311224352,-3.1308704010856885,0.008156130036746756,12,10,0.8333333333333334,0.10017659564439725,-0.06747342236440629,0.47565569009111175,0.18161112489969117,0.9166666666666666,0.75,0.6666666666666666,PASS
1.25,15,-2.950845065311982,-2.911905432589892,0.038939632722090334,12,9,0.75,0.09808377329172654,-0.2118089418990425,0.3365043988615685,0.12710100347287634,0.9166666666666666,1.0,0.9166666666666666,PASS
1.25,16,-2.911905432589892,-2.86474230138196,0.04716313120793192,12,8,0.6666666666666666,0.14546836522653395,-0.21149209631511937,0.3748857305544077,0.14840980613877525,0.8333333333333334,0.8333333333333334,0.6666666666666666,FAIL
1.25,13,-3.063977606395617,-3.0189094064875763,0.04506819990804045,12,8,0.6666666666666666,0.13792622318687744,-0.49477676517099517,0.35893059874804856,0.18492627423953661,0.9166666666666666,0.75,0.6666666666666666,FAIL
1.25,34,-1.7745446474962607,-1.766289341291173,0.008255306205087631,12,8,0.6666666666666666,0.03594457615334601,-0.09149270182083977,0.11716256801080022,-0.010216104737230502,0.3333333333333333,0.3333333333333333,0.16666666666666666,FAIL
1.25,18,-2.845405070241806,-2.8174855385834627,0.027919531658343377,12,7,0.5833333333333334,0.07641416845197943,-0.27916028410308735,0.3793845829794046,0.11570516299007769,0.9166666666666666,0.6666666666666666,0.5833333333333334,FAIL
1.25,25,-2.585496493005108,-2.5574773655634764,0.028019127441631486,12,7,0.5833333333333334,0.050757205365489055,-0.5676683027424161,0.3405198554016812,0.10229858735759709,0.9166666666666666,0.6666666666666666,0.6666666666666666,FAIL
1.25,24,-2.5925867181716113,-2.585496493005108,0.007090225166503483,12,6,0.5,0.01920747776127861,-0.3986391721766841,0.2391146479136499,0.005770772475569175,0.8333333333333334,0.6666666666666666,0.5,FAIL
1.25,22,-2.6892888098551047,-2.6414101670387398,0.04787864281636489,12,5,0.4166666666666667,-0.014373175053825654,-0.12052461075680593,0.2581299617020259,0.018623202333115874,0.8333333333333334,0.75,0.5833333333333334,FAIL
1.25,12,-3.0639868297050836,-3.063977606395617,9.223309466843688e-06,12,5,0.4166666666666667,-0.021904910028633408,-0.46883977323967635,0.13742000446704003,-0.0519345661862228,0.75,0.6666666666666666,0.4166666666666667,FAIL
1.25,23,-2.6414101670387398,-2.5925867181716113,0.048823448867128416,12,5,0.4166666666666667,-0.04418178599254344,-0.32822660122463665,0.3157008151339073,-0.05352179480376655,0.75,0.5,0.3333333333333333,FAIL
1.25,2,-3.6549052699960685,-3.605793528101284,0.04911174189478462,12,4,0.3333333333333333,-0.018036582030085818,-0.5363082857457848,0.11997669848247952,-0.003102267854070917,0.9166666666666666,0.4166666666666667,0.4166666666666667,FAIL
1.25,26,-2.5574773655634764,-2.519966176236013,0.037511189327463335,12,4,0.3333333333333333,-0.04074750997232904,-0.3106803571529069,0.16067146251752512,-0.06805865482839868,0.5833333333333334,0.5833333333333334,0.3333333333333333,FAIL
1.25,5,-3.441493183959243,-3.4046834178146894,0.036809766144553446,12,4,0.3333333333333333,-0.06245361305901938,-0.35295609680160506,0.24281409453042033,0.037718197702443834,1.0,0.5833333333333334,0.5833333333333334,FAIL
1.25,31,-2.183851586551614,-2.1440253016275364,0.039826284924077804,12,4,0.3333333333333333,-0.21470343895940924,-0.31609574928528567,0.0962896304186186,-0.0990250726749494,0.75,0.25,0.16666666666666666,FAIL
1.25,9,-3.166608042962904,-3.1390265311224352,0.027581511840468753,12,3,0.25,-0.109370920403394,-0.36576465495613797,0.1877080479763717,0.030485143179033114,0.8333333333333334,0.8333333333333334,0.6666666666666666,FAIL
1.25,20,-2.741504483127844,-2.6995129179651793,0.04199156516266456,12,2,0.16666666666666666,-0.06580163613104835,-0.5578989463992818,0.15497667542929866,-0.03579517687266934,0.6666666666666666,0.6666666666666666,0.4166666666666667,FAIL
1.25,21,-2.6995129179651793,-2.6892888098551047,0.010224108110074681,12,2,0.16666666666666666,-0.09531066875650665,-0.24610872929790353,0.07240887305112897,0.011907017465813824,0.75,0.6666666666666666,0.5833333333333334,FAIL
1.25,7,-3.2750065036448013,-3.2619369295712386,0.013069574073562684,12,2,0.16666666666666666,-0.19978619236117157,-0.4225144722378202,0.2524715447633515,-0.012313480894886458,0.8333333333333334,0.5833333333333334,0.5,FAIL
1.5,34,-1.7235642630689585,-1.7231208268717209,0.0004434361972376344,12,11,0.9166666666666666,0.1550429026315904,-0.068260337378308,0.2954697351218064,-0.02591361691770694,0.4166666666666667,0.0,0.0,PASS
1.5,15,-2.784677759122995,-2.7646221658083334,0.020055593314661557,12,10,0.8333333333333334,0.15366222374506716,-0.167868120266019,0.3276219897779131,0.13090999934657852,0.9166666666666666,1.0,0.9166666666666666,PASS
1.5,11,-2.880331878244391,-2.8632053334680165,0.01712654477637443,12,10,0.8333333333333334,0.12428709667325404,-0.19722081866704214,0.38778105977244676,0.11026048751348266,1.0,0.8333333333333334,0.8333333333333334,PASS
