molecule,geometry,eigenpair_index,gap_hartree,prominence_positive_rate,robust_positive_rate,softspaces_score,dual_pass,en2_pair_score,leakage_response,first_order_gap_response,second_order_gap_response
H4,0.75,2,0.04856461826985736,0.5,0.5833333333333334,0.5,False,1.0756691747594454e-05,0.9550518443155653,0.0683047539720678,0.1610475453472139
H4,0.75,8,0.04917859719827522,0.75,0.8333333333333334,0.75,True,0.0006191445952211316,0.681825647521072,0.08005118347717204,0.0587564135932294
H4,0.75,11,0.008884626414055408,0.5833333333333334,0.6666666666666666,0.5833333333333334,False,0.0038931538340431734,0.6428453830270108,0.07196817749089825,0.07218115379483157
H4,0.75,12,0.042824150013602846,0.5,0.5833333333333334,0.5,False,0.002917193051759721,1.5449559640255714,0.0914673240294229,0.044122002275087065
H4,0.75,15,0.0015124697447288504,0.5833333333333334,0.75,0.5833333333333334,False,0.0006519302194632407,0.7648102624386688,0.0868242905964409,1.0390448066899065
H4,0.75,19,0.03330849191486873,0.4166666666666667,0.8333333333333334,0.4166666666666667,False,0.0012085070748403335,0.8464004839604237,0.054896789295420446,0.12560456343398416
H4,0.75,22,0.02193445341918654,0.4166666666666667,0.5,0.4166666666666667,False,1.1392807606891066e-32,0.6477370106550399,0.056622830886015676,0.1762800510646076
H4,0.75,26,0.0414571403945021,0.25,0.3333333333333333,0.25,False,0.0014909531500303364,0.42718654676322326,0.03229873776395377,0.2188476891340483
H4,0.75,27,0.025048780902961365,0.5,0.6666666666666666,0.5,False,0.00026798418728543567,3.255164711923883,0.07160782737068334,0.15103216202804967
H4,0.75,30,0.03656162528960416,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,0.0008294652237500424,0.6660936616640988,0.054661516178782864,0.12754442983931039
H4,1.0,3,0.026519859820731462,0.25,0.25,0.25,False,0.004761534584155958,1.145537401341418,0.04533969607407278,0.23484228462346535
H4,1.0,6,0.047452791330471644,0.25,0.25,0.25,False,0.004666954880873633,0.9182804521617752,0.05105946373313646,0.05614151454864336
H4,1.0,9,0.024806695421576652,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,0.0019818719704580772,11.746061456224261,0.0628502313549794,0.1999352566785191
H4,1.0,10,0.01601617635641439,1.0,0.9166666666666666,0.9166666666666666,True,1.4361150145790495e-29,2.820013058179993,0.036890793623963344,0.3380460823261187
H4,1.0,12,0.039464939261907084,0.25,0.25,0.25,False,1.0086714325031892e-31,412.9601956614311,0.05718500379045755,0.2604864393990757
H4,1.0,13,0.0007251113712833934,0.6666666666666666,0.5833333333333334,0.5833333333333334,False,0.0035972624253698985,1.9401424391605944,0.07157252695676573,0.5844303267789679
H4,1.0,16,0.019044183581684138,0.5,0.4166666666666667,0.4166666666666667,False,0.0028854476621304145,1.9275385085561332,0.04609359996732444,0.19036703283556689
H4,1.0,18,0.014734037068711903,0.5,0.4166666666666667,0.4166666666666667,False,0.0009321304259024005,1.9912905703840067,0.0325699247481022,0.39040019035463325
H4,1.0,22,0.02999073494589588,0.8333333333333334,0.8333333333333334,0.8333333333333334,True,6.092877325365194e-32,1.6444197265041312,0.03742956910251842,0.20659348359802
H4,1.0,24,0.0010509508273615076,0.5833333333333334,0.5833333333333334,0.5833333333333334,False,0.0003626114012233486,2.7383802776415913,0.04400469455135742,1.8878528110766997
H4,1.0,25,0.04102809871364288,0.5833333333333334,0.75,0.5833333333333334,False,0.0003626114012233486,918.4218727789346,0.07351432288509958,0.9571511688439424
H4,1.0,26,0.0386366820351558,0.16666666666666666,0.25,0.16666666666666666,False,0.0018911659406665837,2.266840877196122,0.025693622950960275,0.18071997771842346
H4,1.0,30,0.041786494590283496,0.6666666666666666,0.8333333333333334,0.6666666666666666,False,6.124699103551358e-33,824.11309543285,0.045582146256842926,0.3322598959326497
H4,1.0,31,0.0004224738261338068,0.4166666666666667,0.25,0.25,False,0.0007611387514866825,3.6994569698777493,0.057265316917489324,0.7752368925191876
H4,1.25,2,0.049111741894785066,0.3333333333333333,0.4166666666666667,0.3333333333333333,False,0.007187205684940944,0.8114357224960964,0.039861978469870815,0.10192157491320357
H4,1.25,5,0.036809766144553,0.3333333333333333,0.5833333333333334,0.3333333333333333,False,0.0030159183823681565,0.8800488556098564,0.05842907152066206,0.0792558216266429
H4,1.25,7,0.013069574073559576,0.16666666666666666,0.5,0.16666666666666666,False,0.004116172837443772,1.0943060741196107,0.033102233406567476,0.2191779181319464
H4,1.25,9,0.0275815118404652,0.25,0.6666666666666666,0.25,False,0.0038818491524552634,46.940474384768656,0.037029816535888625,0.3546215303023159
H4,1.25,10,0.008156130036745868,0.8333333333333334,0.6666666666666666,0.6666666666666666,False,6.01612430816187e-32,3.825507392376686,0.014726076699184673,0.7080565490218127
H4,1.25,12,9.22330946551142e-06,0.4166666666666667,0.4166666666666667,0.4166666666666667,False,3.7497553710435644e-32,2.95961028040047,0.03498144479512348,0.08475457387488534
H4,1.25,13,0.04506819990804356,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,0.004147517488512023,1602.4540677430118,0.04562442778927657,0.11183311347436668
H4,1.25,15,0.038939632722092554,0.75,0.9166666666666666,0.75,True,0.005195102812842025,2.443483779875319,0.08759168238371792,0.09712025086060404
H4,1.25,16,0.04716313120793014,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,0.004127286366464697,6.49025093393815,0.036626233905226124,0.1646652686786498
H4,1.25,17,0.01933723114015562,0.9166666666666666,1.0,0.9166666666666666,True,7.40129291688244e-31,8.256676616305356,0.02868620721515232,0.2905778901395107
H4,1.25,18,0.027919531658346486,0.5833333333333334,0.5833333333333334,0.5833333333333334,False,0.0019969398294848377,6.67025579820873,0.030190705984863057,0.27645148980308276
H4,1.25,20,0.041991565162662337,0.16666666666666666,0.4166666666666667,0.16666666666666666,False,0.009292579641507424,19.888656541853845,0.047022609866426264,0.22336103711087332
H4,1.25,21,0.010224108110075125,0.16666666666666666,0.5833333333333334,0.16666666666666666,False,0.00438092329146221,3.059667954535309,0.0544322842517141,0.3404730273500466
H4,1.25,22,0.04787864281636578,0.4166666666666667,0.5833333333333334,0.4166666666666667,False,6.021744961012883e-30,21.48429662557498,0.03610394203093891,0.16605245342576408
H4,1.25,23,0.04882344886712886,0.4166666666666667,0.3333333333333333,0.3333333333333333,False,0.001362187627026583,25.7437192363516,0.044801447663333306,0.23162876586605494
H4,1.25,24,0.007090225166500819,0.5,0.5,0.5,False,0.0013621876270265823,5.450053965570235,0.061154507049760665,0.3200236690479363
H4,1.25,25,0.028019127441633263,0.5833333333333334,0.6666666666666666,0.5833333333333334,False,7.539947380372709e-31,25.283229107049358,0.06358765503838872,0.21311672317663657
H4,1.25,26,0.03751118932746467,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.0021464185035262174,4.521411809548451,0.05707457504082026,0.17100457736951874
H4,1.25,31,0.03982628492407647,0.3333333333333333,0.16666666666666666,0.16666666666666666,False,0.0006217886151631904,0.8738701759083585,0.042788671141954795,0.0986295395329772
H4,1.25,34,0.008255306205089408,0.6666666666666666,0.16666666666666666,0.16666666666666666,False,0.003127205139533834,0.19573537821960665,0.0110952742637714,2.129327885705184
H4,1.5,2,0.031188503855581917,0.5833333333333334,0.6666666666666666,0.5833333333333334,False,0.010166768938978846,3.2931036112380316,0.035495118128311715,0.11601392233609774
H4,1.5,3,0.04805420501479141,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.009615562710445901,3.7183624734642233,0.012454638277529033,0.13990036379937268
H4,1.5,4,0.0416966642907064,0.4166666666666667,0.5833333333333334,0.4166666666666667,False,0.005166993327854231,2.840317125313098,0.016775207941011724,0.12082496236738745
H4,1.5,7,0.027294291841714724,0.08333333333333333,0.16666666666666666,0.08333333333333333,False,0.0038545952893293918,2.313031074879151,0.021361801921602648,0.162324139929519
H4,1.5,9,0.020990897332495706,0.16666666666666666,0.16666666666666666,0.16666666666666666,False,0.004924776040011421,45.088700185325,0.03778197170335013,0.34411195484665213
H4,1.5,10,0.007977893643481337,0.5,0.5833333333333334,0.5,False,3.3312129621258654e-31,13.390508958054657,0.012224020654520464,0.5734796912384278
H4,1.5,11,0.017126544776375763,0.8333333333333334,0.8333333333333334,0.8333333333333334,True,3.063249868297428e-31,50.35725755069018,0.028739459775540793,0.2676782400984493
H4,1.5,12,0.018630041522821994,0.4166666666666667,0.5833333333333334,0.4166666666666667,False,1.040698869360808e-30,12.338446133650512,0.024856635233906597,0.19428985868425153
H4,1.5,13,0.027859446574871605,0.75,0.75,0.75,True,0.005425045973414675,10.375127359081741,0.026998738323993104,0.26754496848217274
H4,1.5,14,0.03203808624732929,0.75,0.9166666666666666,0.75,True,0.0070449232999167345,5.511607330403285,0.056354092378652264,0.11556292292526991
H4,1.5,15,0.020055593314664222,0.8333333333333334,0.9166666666666666,0.8333333333333334,True,0.0065869136903509195,6.339206999629362,0.07348651063716509,0.12447439642508587
H4,1.5,16,0.024026237668636874,0.4166666666666667,0.4166666666666667,0.4166666666666667,False,0.004967036363848859,3.1969853658064675,0.0349001732454437,0.12890538125796128
H4,1.5,18,0.012896116040403083,0.75,0.6666666666666666,0.6666666666666666,False,0.00377495292030952,3.2931001352149503,0.02800839006431473,0.5110337145406642
H4,1.5,19,0.049219171321916555,0.6666666666666666,0.75,0.6666666666666666,False,0.012652904806560025,26.40682656364072,0.03348353659828001,0.33011512548953725
H4,1.5,20,0.017775592344311697,0.25,0.16666666666666666,0.16666666666666666,False,0.008877951886250506,10.81647955321621,0.022770773376801546,0.11416559505942322
H4,1.5,21,0.01825054504784962,0.08333333333333333,0.3333333333333333,0.08333333333333333,False,0.007260552242859963,9.602544255315438,0.05986981290355303,0.19137752437490282
H4,1.5,22,0.030300318392188164,0.75,0.75,0.75,True,0.007260552242859963,30.465470358024447,0.04839845189133517,0.36452026884626026
H4,1.5,23,0.01554930095985707,0.16666666666666666,0.3333333333333333,0.16666666666666666,False,8.573836041469719e-29,740.7002227727392,0.018732467016771264,0.810797607279802
H4,1.5,24,0.0010952218557767068,0.4166666666666667,0.4166666666666667,0.4166666666666667,False,0.0039563906345189866,23.474590681988605,0.05049942339208456,1.4873628593444452
H4,1.5,26,0.01640323155499157,0.25,0.25,0.25,False,0.0025420299385579114,1.9230581491393075,0.04453683235293189,0.19307239411521568
H4,1.5,28,0.02254694874195806,0.08333333333333333,0.0,0.0,False,0.0003058806902870067,1.6632417165500695,0.04520124087728511,0.21124750715472837
H4,1.5,34,0.0004434361972367462,0.9166666666666666,0.0,0.0,False,0.006858562975729414,0.0683490725785602,0.0009250714465137439,6.933196891137111
